brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,price,harddisk_gb,cpu_weight,normalized_price,normalized_rating,normalized_ram,normalized_harddisk,vfm_score,normalized_vfm_score
dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,840.99,1000.0,0.5,0.2342765607871752,1.0,0.1044776119402985,0.4575645756457564,0.7176748965774881,0.6037610330969345
dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Intel Core i9,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,1.1 GHz,5.0,2410.99,1000.0,0.9,0.7040264974868752,1.0,0.22388059701492538,0.4575645756457564,0.7876055062524735,0.6876569393560275
lenovo,Yoga 7,15.6 Inches,Dark Moss,4 TB,Intel Core i7,12.0,Windows 10 Pro,"Fingerprint Reader, HD Audio, Backlit Keyboard, Numeric Keypad",Integrated,,1.1 GHz,5.0,1409.0,2176.0,0.7,0.40422730062462525,1.0,0.16417910447761194,1.0,0.8469903607705973,0.7589010799550837
dell,Inspiron 15 3525,15.6 Inches,Platinum Silver,2 TB,Ryzen 7,64.0,Windows 10 Pro,"Fingerprint Reader, HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,1.1 GHz,5.0,1469.0,2048.0,0.8,0.42217952750486853,1.0,0.9402985074626865,0.940959409594096,1.024767707430678,0.9721809538143773
dell,Precision 7780 Laptop,17 Inches,Silver,1000 GB,Intel Core i7,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2815.3,1000.0,0.7,0.8249975783193948,1.0,0.4626865671641791,0.4575645756457564,0.7411724841158203,0.6319511405562137
dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,32.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,953.82,512.0,0.5,0.2680357234354728,1.0,0.4626865671641791,0.23247232472324722,0.7488010174542283,0.6411031087834032
dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1185.79,2176.0,0.5,0.3374420245923067,1.0,0.22388059701492538,1.0,0.8022877144845236,0.7052712168696578
dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1666.65,512.0,0.5,0.4813171548862034,1.0,0.22388059701492538,0.23247232472324722,0.6583835371342314,0.5326290587448652
dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,690.58,1000.0,0.5,0.1892733200362186,1.0,0.1044776119402985,0.4575645756457564,0.7266755447276794,0.614559130482172
dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1950.99,2176.0,0.7,0.5663927580716764,1.0,0.22388059701492538,1.0,0.8264975677886498,0.7343158311349887
dell,Inspiron 3511 Laptop,15.6 Inches,Black,1000 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,619.99,1000.0,0.5,0.16815252511161236,1.0,0.22388059701492538,0.4575645756457564,0.754780300727526,0.6482764680794908
acer,Nitro 17,17.3 Inches,Obsidian Black,4 TB,Ryzen 7,64.0,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,1.1 GHz,5.0,2049.0,2176.0,0.8,0.595717720680554,1.0,0.9402985074626865,1.0,0.9989161573564266,0.9411667923225542
dell,Latitude 7420 Laptop,14 Inches,Black,2000 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,886.99,2000.0,0.5,0.2480399347286951,1.0,0.22388059701492538,0.9188191881918819,0.8079910106860283,0.7121134738686046
dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,699.99,512.0,0.5,0.19208882761860344,1.0,0.4626865671641791,0.23247232472324722,0.7639903966176022,0.6593258403790074
dell,Latitude 3520 Laptop,15.6 Inches,Black,4000 GB,Intel Core i5,64.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1318.68,2176.0,0.5,0.3772032150942323,1.0,0.9402985074626865,1.0,0.9376190584736909,0.8676285279527547
dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Intel Core i5,16.0,Windows 11 Home,,Integrated,,1.1 GHz,5.0,1267.99,1000.0,0.5,0.3620365754182401,1.0,0.22388059701492538,0.4575645756457564,0.7160034906662005,0.6017558437484363
dell,XPS 9530 Laptop,15.6 Inches,Platinum Silver,4000 GB,Intel Core i7,32.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,1.1 GHz,5.0,3329.94,2176.0,0.7,0.9789798123468684,1.0,0.4626865671641791,1.0,0.7917413509634622,0.6926187213537525
dell,Inspiron 3501 Laptop,15.6 Inches,Black,128 GB,Intel Core i5,4.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,608.33,128.0,0.5,0.1646638090212184,1.0,0.04477611940298507,0.055350553505535055,0.6593250451021835,0.5337585879251285
dell,Latitude 9420 Laptop,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,708.99,256.0,0.5,0.19478166165063993,1.0,0.22388059701492538,0.1143911439114391,0.6979784586595729,0.5801311731989658
dell,Latitude 5420 Laptop,14 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1424.99,1000.0,0.7,0.40901156908821007,1.0,0.22388059701492538,0.4575645756457564,0.7766084919322065,0.674463797084982
dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,599.44,500.0,0.5,0.16200388740512903,1.0,0.1044776119402985,0.2269372693726937,0.6975353353129379,0.5795995571452335
dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,955.99,2176.0,0.5,0.26868499564097487,1.0,0.4626865671641791,1.0,0.8638003143046408,0.7790680181880887
dell,Latitude 7420 Laptop,14 Inches,Black,1000 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1155.99,1000.0,0.5,0.32852575190845257,1.0,0.22388059701492538,0.4575645756457564,0.722705655368158,0.609796445484668
dell,Inspiron 3511 Laptop,15.6 Inches,Black,6000 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1670.99,2176.0,0.5,0.48261569929720766,1.0,0.22388059701492538,1.0,0.7732529795435434,0.6704381814909113
dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2366.99,256.0,0.7,0.6908615311080301,1.0,0.22388059701492538,0.1143911439114391,0.668762484768095,0.5450807050526212
dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,953.82,512.0,0.5,0.2680357234354728,1.0,0.4626865671641791,0.23247232472324722,0.7488010174542283,0.6411031087834032
dell,Latitude 5420 Laptop,14 Inches,Black,128 GB,Intel Core i5,4.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1078.99,128.0,0.5,0.30548706074547366,1.0,0.04477611940298507,0.055350553505535055,0.6311603947573325,0.4999693949503536
dell,Latitude 9520 Laptop,15 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1046.99,512.0,0.7,0.2959125397426772,1.0,0.22388059701492538,0.23247232472324722,0.7654644601629367,0.6610942776569619
dell,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,683.99,256.0,0.5,0.18730156711720522,1.0,0.22388059701492538,0.1143911439114391,0.6994744775662598,0.5819259503722316
dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Intel Core i5,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1125.99,512.0,0.5,0.3195496384683309,1.0,0.4626865671641791,0.23247232472324722,0.7384982344476567,0.6287428373465549
dell,Latitude 7420 Laptop,14 Inches,Black,2000 GB,Intel Core i5,16.0,Windows 11 Home,,Integrated,,1.1 GHz,5.0,1328.99,2000.0,0.5,0.3802880060798208,1.0,0.22388059701492538,0.9188191881918819,0.7815413964158031,0.6803818134452615
dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,714.99,2000.0,0.5,0.19657688433866427,1.0,0.22388059701492538,0.9188191881918819,0.8182836207640345,0.7244615408206745
dell,Precision 7770 Laptop,17.3 Inches,Silver,1000 GB,Intel Core i5,32.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A5500,,1.1 GHz,5.0,3176.99,1000.0,0.5,0.9332165939913147,1.0,0.4626865671641791,0.4575645756457564,0.6495286809814363,0.5220058683396145
dell,Precision 7560 Laptop,15.6 Inches,Silver,512 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Nvidia T1200,,1.1 GHz,5.0,2126.99,512.0,0.7,0.6190526235870568,1.0,0.22388059701492538,0.23247232472324722,0.7008364433940608,0.5835599037718708
dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Intel Core i7,8.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1584.99,512.0,0.7,0.45688417410219223,1.0,0.1044776119402985,0.23247232472324722,0.7093895362761082,0.5938210681173928
dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Intel Core i7,8.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,921.99,512.0,0.7,0.25851206707550367,1.0,0.1044776119402985,0.23247232472324722,0.749063957681446,0.641418558752407
dell,Vostro 3510 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,719.99,256.0,0.5,0.1980729032453512,1.0,0.22388059701492538,0.1143911439114391,0.6973202103406306,0.5793414712427287
dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Intel Core i7,64.0,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,1.1 GHz,5.0,2877.06,512.0,0.7,0.8434764038547918,1.0,0.9402985074626865,0.23247232472324722,0.7992352694300661,0.7016091918231151
dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Intel Core i5,64.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,821.99,2000.0,0.5,0.22859168894176482,1.0,0.9402985074626865,0.9188191881918819,0.9551642419329668,0.8886775231444057
dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,660.99,512.0,0.5,0.18041988014644528,1.0,0.22388059701492538,0.23247232472324722,0.718562992082183,0.6048264832275325
dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Intel Core i9,32.0,Windows 11 Home,Wifi & Bluetooth,"Nvidia GeForce RTX 4070, Dedicated",,1.1 GHz,5.0,2675.28,1000.0,0.9,0.7831030648565337,1.0,0.4626865671641791,0.4575645756457564,0.8195513868083925,0.7259824825328982
dell,Alienware m16 Laptop,16 Inches,Black,512 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4050,,1.1 GHz,5.0,1989.85,512.0,0.7,0.5780198170144474,1.0,0.4626865671641791,0.23247232472324722,0.7568041987384335,0.6507045429753087
dell,Alienware m18 Laptop,18 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4070,,1.1 GHz,5.0,2244.54,512.0,0.7,0.6542240280832669,1.0,0.22388059701492538,0.23247232472324722,0.6938021624948187,0.575120861503174
dell,Latitude 5520 Laptop,15.6 Inches,Black,4000 GB,Intel Core i7,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2109.99,2176.0,0.7,0.6139661593043212,1.0,0.4626865671641791,1.0,0.8647440815719716,0.7802002578547866
dell,Latitude 3520 Laptop,15.6 Inches,Black,2000 GB,Intel Core i7,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1761.99,2000.0,0.7,0.5098432433989101,1.0,0.4626865671641791,0.9188191881918819,0.8733915429818361,0.7905746363307207
dell,Latitude 5420 Laptop,14 Inches,Black,2000 GB,Intel Core i5,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1283.99,2000.0,0.5,0.3668238359196383,1.0,0.22388059701492538,0.9188191881918819,0.7842342304478397,0.6836124123571405
dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1231.99,512.0,0.5,0.35126523929009407,1.0,0.4626865671641791,0.23247232472324722,0.732155114283304,0.6211329821319069
dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,647.99,512.0,0.5,0.17653023098905923,1.0,0.1044776119402985,0.23247232472324722,0.695460324898735,0.5771101625867461
dell,Inspiron 16 5620,16 Inches,Platinum Silver,2 TB,Intel Core i7,16.0,Windows 10 Home,"Fingerprint Reader, HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot",Dedicated,,1.1 GHz,5.0,1479.0,2048.0,0.7,0.4251715653182424,1.0,0.22388059701492538,0.940959409594096,0.845885717778451,0.7575758373274333
dell,Latitude 7440 Laptop,14 Inches,Black,1000 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1305.17,1000.0,0.7,0.3731609720083642,1.0,0.22388059701492538,0.4575645756457564,0.7837786113481756,0.6830658051210112
dell,Inspiron 5620 Laptop,16 Inches,"Grey, Gray, Platinum Silver",256 GB,Intel Core i5,12.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,739.99,256.0,0.5,0.20405697887209898,1.0,0.16417910447761194,0.1143911439114391,0.6841830967078185,0.5635808471186736
dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,953.82,512.0,0.5,0.2680357234354728,1.0,0.4626865671641791,0.23247232472324722,0.7488010174542283,0.6411031087834032
dell,Latitude 5320 Laptop,13.3 Inches,Black,256 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,821.99,256.0,0.7,0.22859168894176482,1.0,0.22388059701492538,0.1143911439114391,0.761216453201348,0.6559979343604598
dell,Alienware x14 R2 Laptop,14 Inches,Silver,1000 GB,Intel Core i7,32.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,1.1 GHz,5.0,2033.26,1000.0,0.7,0.5910082531623034,1.0,0.4626865671641791,0.4575645756457564,0.7879703491472385,0.6880946421794514
asus,TUF Gaming A17,17.3 Inches,Graphite Black,1 TB,Ryzen 5,24.0,Windows 10 Pro,"HD Audio, Backlit Keyboard, Anti Glare Coating, Numeric Keypad",Dedicated,,1.1 GHz,5.0,1139.0,1024.0,0.6,0.32344227966353034,1.0,0.34328358208955223,0.46863468634686345,0.7842634634372339,0.6836474832388229
lg,Gram 16 Pro,16 Inches,Black,8 TB,Intel Core i7,32.0,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Dedicated,,1.1 GHz,5.0,2489.99,2176.0,0.7,0.7276635962125289,1.0,0.4626865671641791,1.0,0.84200459419033,0.7529196448211435
dell,Precision 7680 Laptop,16 Inches,Silver,1000 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX 2000 Ada,,1.1 GHz,5.0,2400.99,1000.0,0.7,0.7010344596735012,1.0,0.4626865671641791,0.4575645756457564,0.765965107844999,0.6616949057824473
dell,Alienware m15 R5 Ryzen Edition Laptop,15.6 Inches,Dark Side of the Moon,2000 GB,Ryzen 7,32.0,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3070,,1.1 GHz,5.0,2255.92,2000.0,0.8,0.6576289671148864,1.0,0.4626865671641791,0.9188191881918819,0.8788343982386408,0.7971044417553979
dell,G15 5530 Laptop,15.6 Inches,Gray,1000 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX 4060,,1.1 GHz,5.0,1409.99,1000.0,0.7,0.40452351236814926,1.0,0.22388059701492538,0.4575645756457564,0.7775061032762186,0.6755406633889416
dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Intel Core i9,64.0,Windows 11 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3080 Ti,,1.1 GHz,5.0,3196.99,1000.0,0.9,0.9392006696180625,1.0,0.9402985074626865,0.4575645756457564,0.8838542539157883,0.8031267736538539
dell,Latitude 3420 Laptop,14 Inches,Black,128 GB,Intel Core i7,4.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2211.99,128.0,0.7,0.6444849450007348,1.0,0.04477611940298507,0.055350553505535055,0.6333608179062803,0.5026092474425947
dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,64.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1059.67,512.0,0.5,0.29970644369003535,1.0,0.9402985074626865,0.23247232472324722,0.8379892614630173,0.7481024413153345
dell,Vostro 3510 Laptop,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,942.99,512.0,0.7,0.2647953464835888,1.0,0.22388059701492538,0.23247232472324722,0.7716878988147544,0.6685605506977486
dell,Latitude 5520 Laptop,15.6 Inches,Black,256 GB,Intel Core i7,64.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2535.99,256.0,0.7,0.7414269701540487,1.0,0.9402985074626865,0.1143911439114391,0.8019329790484435,0.7048456399866523
dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,956.49,2176.0,0.5,0.26883459753164357,1.0,0.4626865671641791,1.0,0.8637703939265071,0.7790321226446235
dell,Latitude 7420 Laptop,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1014.99,256.0,0.5,0.2863380187398808,1.0,0.22388059701492538,0.1143911439114391,0.6796671872417247,0.55816310059819
dell,Inspiron 3501 Laptop,15.6 Inches,Black,2000 GB,Intel Core i3,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,635.67,2000.0,0.3,0.1728440404029826,1.0,0.22388059701492538,0.9188191881918819,0.7530301895511708,0.6461768558513568
dell,Latitude 7520 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1077.99,256.0,0.5,0.30518785696413625,1.0,0.1044776119402985,0.1143911439114391,0.6520166225819483,0.5249906573506746
dell,Inspiron 3511 Laptop,15.6 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,586.96,256.0,0.5,0.15826982421403843,1.0,0.22388059701492538,0.1143911439114391,0.7052808261468932,0.5888918395371119
dell,XPS 9510 Laptop,15.6 Inches,Platinum Silver,512 GB,Intel Core i7,16.0,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 3050 Ti,,1.1 GHz,5.0,2810.99,512.0,0.7,0.8237080100218306,1.0,0.22388059701492538,0.23247232472324722,0.659905366107106,0.534454800311313
dell,Latitude 7420 Laptop,14 Inches,Black,256 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1056.99,256.0,0.5,0.2989045775560511,1.0,0.22388059701492538,0.1143911439114391,0.6771538754784907,0.555147874947103
dell,Inspiron 3511 Laptop,15.6 Inches,Black,4000 GB,Intel Core i5,64.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1037.99,2176.0,0.5,0.2932197057106407,1.0,0.9402985074626865,1.0,0.9544157603504092,0.887779568143316
hp,15-DY100,15.6 Inches,Natural Silver,2 TB,Intel Core i3,48.0,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,839.0,2048.0,0.3,0.2336811452623138,1.0,0.7014925373134328,0.940959409594096,0.8397061898493382,0.7501622440772697
hp,15-DY200,15.6 Inches,Natural Silver,2 TB,Intel Core i7,48.0,Windows 10 Pro,"HD Audio, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,1239.0,2048.0,0.7,0.35336265779726916,1.0,0.7014925373134328,0.940959409594096,0.9557698873423471,0.8894041172743263
dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Intel Core i5,32.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1865.99,2000.0,0.5,0.5409604366579984,1.0,0.4626865671641791,0.9188191881918819,0.7971681043300185,0.6991292093052779
dell,Precision 3580 Laptop,15.6 Inches,Silver,256 GB,Intel Core i5,16.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia GeForce RTX A500,,1.1 GHz,5.0,1660.99,256.0,0.5,0.4796236614838338,1.0,0.22388059701492538,0.1143911439114391,0.6410100586929341,0.5117860584409966
dell,Precision 3581 Laptop,15.6 Inches,Silver,1000 GB,Intel Core i7,64.0,Windows 11 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,1.1 GHz,5.0,2216.99,1000.0,0.7,0.6459809639074218,1.0,0.9402985074626865,0.4575645756457564,0.8724981950579165,0.7895028848612247
dell,Precision 5570 Laptop,15.6 Inches,Silver,256 GB,Intel Core i5,8.0,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A1000,,1.1 GHz,5.0,2007.99,256.0,0.5,0.5834473736079077,1.0,0.1044776119402985,0.1143911439114391,0.596364719253194,0.4582249465051796
dell,Inspiron 5630 Laptop,16 Inches,"Gray, Platinum Silver",1000 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1043.99,1000.0,0.7,0.29501492839866506,1.0,0.22388059701492538,0.4575645756457564,0.7994078200701155,0.701816201205556
dell,Inspiron 3501 Laptop,15.6 Inches,Black,128 GB,Intel Core i3,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,558.99,128.0,0.3,0.14990109445003166,1.0,0.1044776119402985,0.055350553505535055,0.6042178865238836,0.4676464085550725
dell,Inspiron 7420 2-in-1,14 Inches,"Grey, Gray, Platinum Silver",256 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,788.28,256.0,0.7,0.21850552947288146,1.0,0.22388059701492538,0.1143911439114391,0.7632336850951247,0.6584180119008918
dell,Inspiron 15,15.6 Inches,Carbon Black,1 TB,Ryzen 7,16.0,Windows 11 Home,"HD Audio, Anti Glare Coating, Memory Card Slot, Numeric Keypad",Integrated,,1.1 GHz,5.0,809.99,1024.0,0.8,0.22500124356571616,1.0,0.22388059701492538,0.46863468634686345,0.8500710736418713,0.7625970179636441
dell,Latitude 3520 Laptop,15.6 Inches,Black,1000 GB,Intel Core i5,16.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,953.82,1000.0,0.5,0.2680357234354728,1.0,0.22388059701492538,0.4575645756457564,0.734803661062754,0.6243104495294354
dell,Inspiron 3511 Laptop,15.6 Inches,Black,500 GB,Intel Core i5,32.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,645.99,500.0,0.5,0.17593182342638444,1.0,0.4626865671641791,0.2269372693726937,0.766391539153463,0.662206496361267
dell,Latitude 7420 Laptop,14 Inches,Black,512 GB,Intel Core i7,16.0,Windows 11 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,801.99,512.0,0.7,0.22260761331501705,1.0,0.22388059701492538,0.23247232472324722,0.7801254454484687,0.6786830939549688
dell,Inspiron 3511 Laptop,15.6 Inches,Black,2000 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,693.99,2000.0,0.5,0.1902936049305791,1.0,0.1044776119402985,0.9188191881918819,0.7956596796307261,0.6973195488753332
dell,Inspiron 3511 Laptop,15.6 Inches,Black,512 GB,Intel Core i5,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,599.99,512.0,0.5,0.16216844948486459,1.0,0.1044776119402985,0.23247232472324722,0.6983326811995739,0.5805561347594168
dell,Latitude 3520 Laptop,15.6 Inches,Black,512 GB,Intel Core i7,16.0,Windows 10 Home,,Integrated,,1.1 GHz,5.0,1667.99,512.0,0.7,0.4817180879531955,1.0,0.22388059701492538,0.23247232472324722,0.7283033505208331,0.6165120126730346
dell,Latitude 5420 Laptop,14 Inches,Black,512 GB,Intel Core i7,8.0,Windows 10 Home,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,807.99,512.0,0.7,0.2244028360030414,1.0,0.1044776119402985,0.23247232472324722,0.7558858038959384,0.6496027426625
msi,GF63 Thin 10SCXR,15.6 Inches,Black,2 TB,Intel Core i5,64.0,Windows 10 Home,"HD Audio, Backlit Keyboard, Anti Glare Coating",Dedicated,,1.1 GHz,5.0,1029.99,2048.0,0.5,0.2908260754599416,1.0,0.9402985074626865,0.940959409594096,0.9460383978396634,0.8777292279108129
dell,Precision 7560 Laptop,15.6 Inches,Silver,256 GB,Intel Core i7,32.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,2102.99,256.0,0.7,0.6118717328349594,1.0,0.4626865671641791,0.1143911439114391,0.7323216384525597,0.6213327615440796
dell,Latitude 5520 Laptop,15.6 Inches,Black,128 GB,Intel Core i7,16.0,Windows 11 Pro,Wifi & Bluetooth,Integrated,,1.1 GHz,5.0,1690.99,128.0,0.7,0.4885997749239554,1.0,0.22388059701492538,0.055350553505535055,0.7003587474440243,0.5829868108897855
